image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
1209,How many people are in the image?,how many,number,2,12093,"['13', '3', '18', '14', '17', '15', '8', '19', '16', '20', '0', '1', '10', '4', '7', '2', '5', '11']","['2', '3', '4', '2', '4', '2', '11', '2', '2', '2']"
1210,How many animals are present in the image?,how many,number,3,12103,"['3', '13', '18', '17', '15', '8', '12', '19', '16', '20', '0', '7', '9', '4', '1', '2', '5', '11']","['3', '3', '3', '3', '3', '3', '18', '3', '3', '3']"
1211,How many people are in the image?,how many,number,1,12113,"['13', '3', '14', '8', '15', '12', '19', '20', '16', '0', '10', '9', '1', '4', '2', '5', '6', '11']","['1', '1', '1', '20', '1', '1', '1', '8', '1', '1']"
1212,How many people are in the image?,how many,number,2,12123,"['3', '13', '18', '14', '8', '15', '17', '19', '16', '0', '1', '9', '4', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '13']"
1213,How many people are in the image?,how many,number,1,12133,"['3', '13', '18', '17', '8', '14', '12', '16', '20', '19', '0', '1', '10', '9', '7', '2', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1214,How many people are in the image?,how many,number,1,12143,"['13', '3', '18', '17', '8', '14', '15', '16', '20', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '6', '1', '1']"
1215,How many people are in the image?,how many,number,1,12153,"['3', '13', '18', '2', '14', '8', '15', '12', '16', '19', '0', '1', '9', '7', '17', '5', '6', '11']","['1', '1', '5', '3', '8', '0', '1', '1', '1', '10']"
1216,How many people are in the image?,how many,number,1,12163,"['3', '13', '18', '17', '15', '14', '12', '19', '16', '0', '1', '10', '9', '7', '4', '2', '5', '6']","['1', '1', '14', '17', '1', '1', '1', '11', '12', '1']"
1217,How many people are in the image?,how many,number,1,12173,"['13', '3', '18', '2', '8', '15', '12', '16', '19', '20', '10', '1', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1218,How many people are in the image?,how many,number,1,12183,"['3', '13', '18', '14', '17', '12', '16', '20', '0', '1', '9', '4', '7', '10', '2', '5', '6', '11']","['1', '1', '17', '1', '1', '1', '20', '1', '1', '1']"
1219,How many people are in the image?,how many,number,1,12193,"['13', '3', '14', '15', '8', '12', '17', '19', '16', '20', '1', '7', '4', '10', '2', '5', '6', '11']","['1', '12', '1', '1', '1', '1', '1', '4', '1', '1']"
1220,How many people are in the image?,how many,number,1,12203,"['3', '13', '18', '14', '8', '15', '16', '19', '20', '0', '1', '9', '10', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '0', '2']"
1221,How many people are in the image?,how many,number,4,12213,"['13', '17', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '7', '10', '2', '5', '6', '11']","['4', '15', '4', '4', '4', '4', '4', '11', '4', '19']"
1222,How many people are in the image?,how many,number,1,12223,"['13', '18', '2', '14', '15', '8', '12', '16', '20', '19', '0', '1', '7', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1223,How many people are in the image?,how many,number,1,12233,"['13', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '10', '7', '9', '4', '17', '5', '11']","['1', '9', '18', '1', '1', '3', '1', '1', '18', '3']"
1224,How many people are in the image?,how many,number,1,12243,"['13', '3', '18', '15', '8', '12', '19', '16', '0', '7', '1', '9', '10', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '16', '1', '1', '1', '1', '1']"
1225,How many people are in the image?,how many,number,1,12253,"['13', '3', '18', '2', '14', '15', '8', '19', '20', '1', '10', '4', '9', '7', '17', '5', '6', '11']","['1', '15', '1', '1', '1', '1', '1', '19', '1', '1']"
1226,How many people are in the image?,how many,number,2,12263,"['13', '3', '18', '14', '8', '15', '17', '12', '19', '16', '20', '1', '9', '4', '7', '2', '6', '11']","['2', '2', '2', '5', '11', '2', '2', '2', '2', '2']"
1228,How many people are in the image?,how many,number,2,12283,"['13', '3', '17', '15', '8', '12', '16', '20', '0', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '19', '2']"
1231,How many people are in the image?,how many,number,2,12313,"['3', '13', '14', '8', '15', '17', '16', '20', '0', '7', '1', '4', '9', '10', '2', '5', '6', '11']","['2', '14', '2', '2', '2', '3', '2', '2', '2', '17']"
1233,How many people are in the image?,how many,number,1,12333,"['3', '13', '2', '14', '15', '8', '16', '20', '0', '7', '1', '9', '10', '4', '17', '5', '6', '11']","['1', '13', '1', '1', '6', '12', '1', '1', '1', '1']"
1234,How many people are in the image?,how many,number,1,12343,"['13', '3', '18', '2', '14', '15', '8', '12', '19', '20', '0', '1', '9', '10', '4', '17', '6', '11']","['1', '1', '20', '15', '1', '1', '1', '1', '1', '1']"
1239,How many people are in the image?,how many,number,1,12393,"['13', '3', '18', '17', '8', '14', '12', '19', '20', '16', '0', '10', '1', '4', '7', '2', '6', '11']","['1', '13', '1', '1', '20', '1', '1', '16', '1', '0']"
1240,How many people are in the image?,how many,number,2,12403,"['3', '13', '18', '14', '15', '8', '12', '16', '20', '0', '9', '10', '1', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '3', '2', '2', '2', '2']"
1242,How many people are in the image?,how many,number,1,12423,"['13', '3', '18', '14', '8', '15', '12', '17', '19', '16', '0', '10', '1', '9', '7', '2', '5', '6']","['1', '1', '1', '8', '18', '1', '3', '1', '1', '1']"
1243,How many people are in the image?,how many,number,1,12433,"['13', '3', '18', '14', '15', '8', '16', '20', '19', '0', '10', '7', '1', '9', '2', '5', '6', '11']","['1', '1', '1', '15', '13', '1', '0', '6', '1', '6']"
1244,How many people are in the image?,how many,number,3,12443,"['3', '13', '17', '15', '8', '12', '19', '16', '0', '10', '1', '7', '9', '4', '2', '5', '6', '11']","['3', '3', '18', '3', '3', '3', '3', '3', '3', '3']"
1245,How many people are in the image?,how many,number,1,12453,"['13', '3', '18', '14', '15', '8', '12', '17', '20', '7', '1', '4', '9', '10', '2', '5', '6', '11']","['1', '13', '1', '1', '20', '1', '15', '1', '1', '1']"
1246,How many people are in the image?,how many,number,1,12463,"['13', '18', '14', '8', '15', '12', '19', '16', '20', '0', '1', '9', '4', '10', '2', '5', '6', '11']","['1', '1', '1', '5', '10', '1', '1', '1', '1', '1']"
1248,How many people are in the image?,how many,number,1,12483,"['13', '3', '2', '14', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '7', '17', '6', '11']","['1', '1', '1', '10', '1', '4', '1', '14', '1', '1']"
1249,How many people are in the image?,how many,number,1,12493,"['13', '3', '15', '8', '12', '16', '19', '20', '0', '10', '1', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '20', '1', '11', '1', '15', '1']"
1250,How many people are in the image?,how many,number,2,12503,"['3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '9', '1', '4', '7', '10', '17', '5', '6']","['2', '2', '11', '2', '14', '13', '2', '16', '2', '2']"
1251,How many people are in the image?,how many,number,1,12513,"['13', '3', '18', '14', '15', '12', '19', '20', '16', '0', '1', '7', '10', '9', '4', '17', '5', '11']","['1', '1', '9', '10', '1', '1', '3', '17', '1', '1']"
1252,How many people are in the image?,how many,number,1,12523,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '10', '1', '7', '4', '17', '5', '11']","['1', '1', '1', '1', '19', '1', '18', '11', '1', '1']"
1253,How many people are in the image?,how many,number,1,12533,"['3', '13', '18', '14', '8', '15', '17', '19', '20', '16', '0', '7', '1', '4', '10', '2', '6', '11']","['1', '17', '1', '16', '1', '1', '1', '19', '1', '8']"
1254,How many people are in the image?,how many,number,3,12543,"['3', '13', '18', '14', '15', '8', '12', '16', '20', '0', '7', '1', '10', '4', '17', '5', '6', '11']","['3', '3', '3', '3', '17', '3', '3', '3', '3', '3']"
1255,How many people are in the image?,how many,number,1,12553,"['13', '3', '18', '14', '17', '15', '12', '8', '16', '20', '19', '0', '10', '1', '4', '2', '5', '6']","['1', '14', '15', '1', '1', '3', '1', '1', '1', '14']"
1258,How many people are in the image?,how many,number,1,12583,"['13', '3', '18', '14', '15', '8', '19', '20', '16', '0', '1', '9', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '6', '1', '10', '1', '1']"
1259,How many people are in the image?,how many,number,1,12593,"['13', '3', '18', '2', '15', '8', '12', '16', '20', '0', '1', '7', '9', '10', '17', '5', '6', '11']","['1', '1', '12', '1', '1', '1', '1', '1', '1', '4']"
1260,How many people are in the image?,how many,number,1,12603,"['13', '3', '18', '15', '8', '12', '19', '20', '16', '0', '7', '1', '4', '9', '10', '2', '5', '11']","['1', '1', '14', '7', '19', '1', '1', '14', '1', '1']"
1261,How many people are in the image?,how many,number,1,12613,"['3', '13', '14', '15', '8', '12', '16', '20', '19', '0', '1', '9', '10', '7', '17', '5', '6', '11']","['1', '1', '18', '1', '1', '1', '1', '1', '1', '2']"
1263,How many people are in the image?,how many,number,2,12633,"['13', '18', '17', '8', '14', '12', '15', '16', '0', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['2', '2', '14', '2', '10', '2', '2', '2', '2', '4']"
1264,How many people are in the image?,how many,number,1,12643,"['13', '3', '18', '14', '15', '8', '12', '20', '0', '1', '9', '10', '7', '4', '17', '5', '6', '11']","['1', '7', '1', '1', '1', '1', '8', '1', '1', '1']"
1265,How many people are in the image?,how many,number,2,12653,"['13', '3', '18', '14', '15', '17', '12', '8', '16', '20', '19', '0', '1', '9', '10', '2', '6', '11']","['2', '2', '18', '2', '2', '2', '2', '14', '2', '19']"
1266,How many people are in the image?,how many,number,2,12663,"['13', '18', '2', '14', '8', '15', '12', '16', '19', '0', '10', '9', '7', '1', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '3', '2']"
1267,How many people are in the image?,how many,number,2,12673,"['3', '13', '18', '2', '14', '8', '12', '16', '20', '0', '7', '10', '4', '9', '1', '17', '5', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '17']"
1268,How many people are in the image?,how many,number,1,12683,"['13', '18', '14', '8', '15', '16', '20', '19', '0', '7', '1', '4', '10', '9', '17', '5', '6', '11']","['1', '1', '1', '17', '1', '1', '1', '1', '7', '1']"
1269,How many people are in the image?,how many,number,1,12693,"['3', '13', '14', '8', '15', '12', '19', '16', '0', '1', '10', '4', '9', '7', '17', '5', '6', '11']","['1', '10', '1', '1', '1', '20', '1', '1', '1', '1']"
1270,How many people are in the image?,how many,number,2,12703,"['13', '3', '18', '17', '15', '8', '12', '19', '16', '0', '9', '7', '4', '1', '2', '5', '6', '11']","['2', '2', '0', '10', '2', '2', '18', '7', '2', '2']"
1271,How many people are in the image?,how many,number,1,12713,"['3', '18', '14', '15', '8', '12', '16', '19', '20', '0', '10', '7', '1', '9', '4', '2', '5', '6']","['1', '5', '1', '1', '1', '0', '1', '19', '20', '2']"
1272,How many people are in the image?,how many,number,1,12723,"['3', '13', '18', '14', '15', '8', '12', '17', '16', '20', '19', '0', '1', '10', '4', '7', '2', '5']","['1', '10', '1', '1', '1', '1', '17', '13', '1', '1']"
1273,How many people are in the image?,how many,number,1,12733,"['13', '18', '14', '8', '17', '12', '16', '20', '19', '0', '7', '1', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '7', '1', '1', '1', '1', '1', '1']"
1274,How many people are in the image?,how many,number,2,12743,"['13', '18', '2', '14', '8', '15', '19', '20', '16', '0', '7', '9', '4', '10', '17', '5', '6', '11']","['2', '9', '20', '16', '2', '2', '2', '2', '2', '2']"
1275,How many people are in the image?,how many,number,3,12753,"['3', '2', '14', '15', '8', '12', '16', '20', '0', '10', '9', '4', '1', '7', '17', '5', '6', '11']","['3', '3', '8', '3', '3', '5', '3', '3', '6', '8']"
1276,How many people are in the image?,how many,number,2,12763,"['3', '13', '18', '2', '15', '12', '16', '20', '19', '0', '10', '1', '4', '9', '17', '5', '6', '11']","['2', '2', '2', '2', '16', '0', '2', '2', '2', '2']"
1277,How many people are in the image?,how many,number,2,12773,"['3', '13', '14', '15', '8', '12', '17', '16', '19', '9', '7', '10', '1', '4', '2', '5', '6', '11']","['2', '2', '9', '2', '7', '2', '2', '2', '2', '2']"
1278,How many people are in the image?,how many,number,1,12783,"['3', '13', '18', '2', '14', '15', '8', '12', '19', '16', '1', '10', '4', '7', '9', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '4', '1', '20', '1']"
1279,How many people are in the image?,how many,number,1,12793,"['3', '18', '14', '8', '15', '12', '19', '20', '16', '0', '1', '9', '7', '10', '2', '5', '6', '11']","['1', '18', '1', '4', '1', '1', '1', '5', '1', '3']"
1280,How many people are in the image?,how many,number,1,12803,"['13', '3', '18', '14', '17', '15', '8', '12', '16', '19', '0', '10', '1', '4', '7', '2', '6', '11']","['1', '1', '8', '1', '1', '1', '1', '1', '1', '1']"
1281,How many people are in the image?,how many,number,1,12813,"['3', '13', '18', '14', '8', '15', '12', '17', '19', '20', '1', '7', '4', '10', '9', '2', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '17', '1', '1']"
1282,How many people are in the image?,how many,number,2,12823,"['13', '3', '18', '14', '8', '15', '12', '16', '20', '19', '7', '9', '4', '10', '2', '5', '6', '11']","['2', '9', '2', '2', '2', '2', '5', '8', '15', '2']"
1283,How many people are in the image?,how many,number,1,12833,"['3', '13', '18', '15', '12', '19', '20', '16', '0', '1', '9', '10', '7', '4', '2', '5', '6', '11']","['1', '1', '16', '1', '1', '13', '11', '1', '4', '1']"
1284,How many people are in the image?,how many,number,1,12843,"['13', '3', '18', '14', '8', '12', '16', '20', '0', '7', '1', '10', '9', '4', '17', '5', '6', '11']","['1', '9', '1', '1', '1', '1', '1', '1', '1', '1']"
1286,How many people are in the image?,how many,number,2,12863,"['13', '3', '18', '14', '8', '15', '12', '17', '16', '20', '19', '0', '7', '9', '1', '4', '2', '5']","['2', '13', '2', '16', '2', '2', '2', '2', '2', '2']"
1287,How many people are in the image?,how many,number,3,12873,"['3', '18', '17', '8', '14', '12', '16', '20', '19', '0', '10', '1', '4', '7', '2', '5', '6', '11']","['3', '3', '3', '8', '3', '13', '20', '3', '8', '3']"
1288,How many animals are present in the image?,how many,number,1,12883,"['3', '18', '14', '8', '15', '12', '17', '19', '20', '0', '1', '7', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '17', '1', '16', '1', '1', '1', '1']"
1291,How many people are in the image?,how many,number,1,12913,"['3', '13', '18', '2', '14', '15', '12', '19', '20', '0', '1', '10', '4', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1292,How many people are in the image?,how many,number,2,12923,"['3', '18', '17', '15', '8', '12', '14', '19', '16', '20', '0', '7', '1', '4', '10', '2', '6', '11']","['2', '15', '2', '2', '20', '2', '8', '2', '2', '20']"
1293,How many people are in the image?,how many,number,1,12933,"['13', '3', '18', '14', '8', '17', '15', '16', '20', '19', '0', '10', '1', '9', '7', '2', '5', '11']","['1', '1', '1', '1', '1', '13', '1', '1', '12', '1']"
1294,How many people are in the image?,how many,number,1,12943,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '0', '1', '10', '4', '7', '9', '17', '5', '11']","['1', '12', '1', '15', '10', '13', '1', '0', '19', '6']"
1296,How many people are in the image?,how many,number,1,12963,"['13', '3', '14', '15', '8', '12', '17', '19', '20', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '19', '1', '1']"
1297,How many people are in the image?,how many,number,2,12973,"['13', '3', '18', '14', '15', '17', '8', '19', '20', '16', '0', '7', '9', '4', '1', '2', '5', '6']","['2', '2', '2', '4', '2', '2', '2', '2', '19', '2']"
1298,How many people are in the image?,how many,number,2,12983,"['3', '13', '18', '2', '14', '8', '12', '19', '20', '16', '0', '7', '9', '4', '10', '17', '5', '11']","['2', '6', '13', '3', '2', '2', '17', '2', '2', '2']"
1299,How many people are in the image?,how many,number,1,12993,"['13', '3', '18', '14', '15', '8', '12', '17', '19', '20', '0', '1', '9', '7', '10', '2', '5', '6']","['1', '20', '1', '1', '1', '1', '1', '6', '1', '1']"
1300,How many people are in the image?,how many,number,2,13003,"['3', '13', '18', '17', '8', '15', '12', '16', '19', '20', '0', '10', '9', '7', '1', '2', '5', '11']","['2', '2', '2', '2', '2', '0', '2', '2', '2', '2']"
1301,How many people are in the image?,how many,number,1,13013,"['13', '3', '18', '14', '15', '12', '16', '20', '19', '0', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '10', '1', '1', '0', '1', '1', '1']"
1302,How many people are in the image?,how many,number,1,13023,"['13', '3', '18', '17', '8', '12', '19', '20', '0', '10', '1', '4', '7', '9', '2', '5', '6', '11']","['1', '14', '1', '1', '7', '4', '1', '1', '1', '1']"
1303,How many people are in the image?,how many,number,2,13033,"['3', '18', '2', '8', '15', '12', '19', '16', '0', '7', '1', '9', '10', '4', '17', '5', '6', '11']","['2', '20', '2', '2', '2', '2', '7', '2', '2', '2']"
1305,How many people are in the image?,how many,number,1,13053,"['13', '2', '14', '15', '8', '12', '16', '19', '20', '0', '1', '9', '10', '7', '17', '5', '6', '11']","['1', '9', '1', '4', '1', '1', '1', '5', '1', '1']"
