image_id,question,multiple_choices,question_id,question_type,multiple_choice_answer,answer_type,answers_multiple_users
1022,What is sitting in the middle of the table?,"['pie', '3', 'vase', '2', '4', 'red', 'food', 'blue', 'yellow', '1', 'sunflowers', 'sunglasses', 'white', 'love', 'yes', 'cat', ""she's having picnic"", 'no']",10220,what is,pie,other,"['pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie']"
1022,Is the little dog scratching it's but on the woman's' leg?,"['tv is on', 'putting it back', 'red', 'yellow', 'no', 'sun and bird', 'meat', '1', 'off-center', '2', 'blue', '4', '3', ""little dog is scratching it's butt on woman's leg"", 'it is near sunset', 'white', 'pizza and hot dog', 'yes']",10221,is the,no,yes/no,"['no', 'no he is standing near', 'yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
1022,Is the woman sitting at the table?,"['2', 'red', 'off-center', 'yellow', 'begging', 'to look at raccoon', 'idk', 'white', 'granddaughter', 'blue', 'no', 'yes', 'food and drink', 'yes she is', 'on chair', '3', '1', '4']",10222,is the woman,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1022,How many people are in the image?,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '16', '0', '7', '9', '1', '10', '4', '2', '6']",10223,how many,1,number,"['1', '20', '1', '1', '1', '1', '1', '1', '7', '12']"
1023,Is the girl on the couch holding a book?,"['sally', '2', '4', 'no', 'white', '1', 'yellow', '3', 'yes!', 'arriving', 'blue', 'red', 'hands', 'shirts', 'maybe', 'bear', 'yes', 'sad']",10230,is the girl,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1023,Is there a portrait on the wall?,"['2', 'trees', 'no', '1', 'floral', 'yellow', 'looking at bone', 'next to monkey bars', 'yes', 'blue', 'red', 'knob', 'basket wine woman', '4', 'white', 'spring', 'flowers', '3']",10231,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1023,What color is the carpet?,"['1', 'yellow', 'in park', 'brown', '4', 'blue', 'no', 'tables', 'yes', 'white', 'black', '3', 'forks', 'red', '2', 'mom is watching him', 'tan', 'feet']",10232,what color is the,red,other,"['red', 'brown', 'red', 'red', 'red', 'brown', 'red', 'red, orange and yellow', 'tan', 'red']"
1023,How many people are in the image?,"['3', '13', '18', '2', '15', '8', '12', '16', '20', '0', '1', '7', '4', '10', '9', '17', '5', '6']",10233,how many,1,number,"['1', '7', '1', '1', '9', '1', '16', '1', '4', '1']"
1024,Why are the people holding their chests?,"['no rug', 'blue', 'laughing', '2', 'scared', 'to catch ball', 'yes', 'flag', 'to keep warm', 'yellow', 'brunette', 'red', 'white', 'no', '3', '1', 'ponytail', '4']",10240,why,laughing,other,"['they are laughing', 'laughing', 'laughing', 'laughing', 'heavy laughter', 'from laughing so hard', 'because they are laughing hard', 'laughing', 'laughing', 'laughing']"
1024,Where are the sofas?,"['living room', 'white', 'hamburgers', '1', 'atmosphere', 'in living room', 'reaching for wine bottle', 'gone', 'yes', 'blue', 'near table', '3', 'by wall', 'red', 'no', '2', '4', 'yellow']",10241,where are the,gone,other,"['not in this picture', 'gone', 'missing', 'in other room', ""aren't any"", 'other room', 'gone', 'no idea', 'other room', 'not here']"
1024,Are these people laughing?,"['yellow', 'holding hamburger', 'blue', 'adults', 'floor', ""baby's hand"", '2', '3', '1', 'bucket, shovel', 'birthday', 'old', 'yes', 'white', 'red', '4', 'horse', 'no']",10242,are these,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1024,How many people are in the image?,"['13', '3', '18', '2', '14', '15', '16', '20', '0', '10', '1', '9', '7', '4', '17', '5', '6', '11']",10243,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1025,What color is the boy's shirt?,"['yes', 'show', 'chair', 'yellow', '3', 'no', 'on her hips', 'white', 'blu[e', 'green', 'on log', '4', 'pink', 'black', '2', '1', 'blue', 'red']",10250,what color is the,black,other,"['black', 'brown', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']"
1025,Is there a fire in the fireplace?,"['from', 'red', 'orange', 'middle of wall', '4', 'air', 'no', 'in dollhouse', 'pants and shirt', 'white', 'yes', 'floor', 'living room', 'blue', '2', '3', 'yellow', '1']",10251,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1025,Where is the couch?,"['biting woman', '4', '2', 'blue', 'red', 'yes', 'white', '3', '1', 'kid knocked them', 'against wall', 'by wall', 'yellow', 'tree', 'no', 'rug', ""on woman's lap"", 'right']",10252,where is the,right,other,"['right side', 'right', 'behind baby', 'right', 'right', 'right', 'in front of rug', 'right', 'on right', 'right']"
1025,How many people are in the image?,"['3', '18', '14', '17', '15', '12', '16', '20', '19', '0', '9', '1', '10', '7', '4', '2', '5', '6']",10253,how many,1,number,"['1', '1', '1', '1', '1', '2', '1', '5', '6', '2']"
1026,How many seat cushions are on the couch?,"['red', '7', '10', 'yes', 'white', 'plant and cup', 'no', 'left there', '1', 'yellow', 'twins', 'drinking tea', '5', 'blue', 'one on right', '2', '4', '3']",10260,how many,2,number,"['2', '2', '2', '2', '2', '4', '2', '2', '2', '2']"
1026,Are the shelves full?,"['4', 'no', 'yellow', 'maybe', 'barren', 'blue', 'burning', '2', 'plain', '1', 'patterned', 'yes', 'red', 'in dog bed', 'boy is small', 'woman on right', '3', 'white']",10261,are the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1026,What is the woman holding?,"['cup', 'blue and orange', 'yes', '1', 'white', 'long day', '4', 'umbrella', 'petting raccoon', 'duck', 'yellow', 'baby', '2', 'red', 'no', 'book', '3', 'blue']",10262,what is the woman,book,other,"['book', 'book', 'book', 'book', 'books', 'book', 'book', 'book', 'book', 'book']"
1026,How many people are in the image?,"['13', '3', '18', '14', '17', '15', '8', '19', '20', '0', '1', '7', '10', '9', '2', '5', '6', '11']",10263,how many,2,number,"['2', '2', '12', '2', '8', '18', '2', '20', '13', '2']"
1027,What is the little boy eating at his picnic?,"['blue', 'white', 'absent', '2', 'watermelon', 'cheese', '1', 'opening door', 'sandwich', 'red', 'yellow', '4', 'apple', 'yes', 'ponytail', 'no', '3', 'next to dog']",10270,what is the little,sandwich,other,"['hamburger', 'sandwich', 'sandwich and hamburger', 'hamburger', 'sandwiches', 'sandwich', 'sandwich', 'hamburger', 'sandwich', 'sandwich']"
1027,Should this boy have a picnic basket?,"['toddler', '4', 'yes', '2', 'looking', 'blue', 'yellow', 'maybe', 'red', 'white', 'legs', '3', '1', 'flat', 'set', 'no', 'doe', 'burn']",10271,none of the above,yes,yes/no,"['yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']"
1027,Is the boy alone?,"['4', 'yes', 'no its circled', 'yes no', 'gaming system', '2', 'white', '3', 'content', 'yellow', 'red', 'interracial', 'getting eggs', 'blue', 'no', 'yew', ""she's dancing"", '1']",10272,is the boy,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1027,How many people are in the image?,"['13', '3', '18', '2', '14', '8', '16', '20', '0', '1', '9', '4', '7', '10', '17', '5', '6', '11']",10273,how many,1,number,"['1', '1', '3', '1', '1', '1', '1', '1', '1', '18']"
1028,What color is the grass?,"['yellow', 'angle of sun', 'behind man', 'white', 'yes', 'no', 'black', 'brown', 'pink', '3', '2', 'for sitting', 'green', '4', '1', 'blue', 'pie and apples', 'red']",10280,what color is the,green,other,"['green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green', 'green']"
1028,Is the girl feeding the birds?,"['bought it', '1', 'white', 'yes', 'red', 'yellow', '3', 'yes!', 'holding hamburger', 'eating bread', 'boy and man', 'blue long sleeved shirt', 'blue', 'no', 'walking', '2', 'happy?', '4']",10281,is the girl,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'pie', 'yes', 'yes', 'yes']"
1028,Are the trees identical?,"['white', '2', '1', 'blue', 'moped', 'maybe', 'bare', 'yellow', 'arms', 'yes', 'red', 'tea set', '4', 'on rock', 'leafy', 'no', 'something on tv', '3']",10282,are the,no,yes/no,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no']"
1028,How many animals are present in the image?,"['13', '18', '14', '8', '15', '17', '19', '16', '20', '7', '9', '10', '1', '4', '2', '5', '6', '11']",10283,how many,2,number,"['2', '2', '2', '2', '2', '2', '8', '2', '2', '8']"
1029,What color is the frisbee?,"['no', 'silver', 'yes', 'red', 'yellow', 'blue', 'grandma', '4', '2', '1', 'cheddar', 'orange', 'no collar', '3', 'riding scooter', 'white', 'basket wine burger', 'green']",10290,what color is the,blue,other,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue']"
1029,What is she drinking?,"['triangle', 'climbing', 'blue', 'corner', '2', 'wine', 'yes', '3', '4', '1', 'eyes', 'no', 'yellow', 'red', 'coffee', 'white', 'water', 'soda']",10291,what is,wine,other,"['wine', 'wine', 'wine', 'wine', 'wine', 'wine', 'wine', 'wine', 'wine', 'wine']"
1029,What kind of fruit is in the picture?,"['lizard', '3', 'red', 'to catch girl', '4', 'sitting in tree', 'white', 'yellow', '2', 'man in red', 'no', 'apples', 'watermelon', 'to turn it on', '1', 'apple', 'yes', 'blue']",10292,what kind of,watermelon,other,"['watermelon', 'watermelon', 'watermelon', 'red', 'watermelon', 'watermelon', 'watermelon', 'watermelon', 'watermelon', 'watermelon']"
1029,How many people are in the image?,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '20', '19', '0', '1', '7', '17', '5', '6', '11']",10293,how many,1,number,"['1', '1', '1', '1', '0', '1', '1', '1', '1', '1']"
1030,What color is the animal in the sandbox?,"['cat and dog', '4', 'red', 'plant and apple', 'black', '3', 'blue', 'white', 'no', 'brown', 'yes', 'ponytails', '2', 'green', 'yellow', 'reaching for wine bottle', 'bulldog', '1']",10300,what color is the,white,other,"['white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white']"
1030,Is anyone sitting on the bench?,"['no', 'not hard', 'red', 'blue', 'white', 'on seesaw', '4', 'duck and turtle', 'plate of food', 'man', 'cupcakes', '3', '1', 'yellow', 'couch', '2', 'yes', 'no image']",10301,is anyone,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1030,Is there a rattlesnake around the bench?,"['red', 'white', 'no', '1', 'no there is not', '4', '3', '2', 'floor', 'flip it', 'blanket', 'yes', 'bury it', 'to eat on floor', 'blue', 'no furniture', 'yellow', 'for walk']",10302,is there a,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1030,How many people are in the image?,"['13', '3', '18', '14', '8', '15', '12', '19', '20', '16', '0', '7', '1', '4', '9', '10', '6', '11']",10303,how many,1,number,"['1', '1', '1', '1', '12', '19', '1', '1', '17', '1']"
1031,How many blue books are there?,"['1', 'gasses make it look that way', 'wall', 'there is no cat', 'next to log', 'blue', 'white', 'red', '4', 'yes', '9', '5', 'no', 'lever', '45', '3', 'yellow', '2']",10310,how many,4,number,"['5', '4', '4', '4', '4', '4', '4', '5', '4', '4']"
1031,What color is the couch?,"['handing it to woman', 'brown', '2', 'no', '1', 'filling it with sand', 'white', 'red', 'tripped', 'gray', 'yellow', '4', 'yes', 'wine bottles and yarn', ""she's knitting"", '3', 'green', 'blue']",10311,what color is the,red,other,"['red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red']"
1031,Can she reach the yellow book?,"['white', 'blue', 'yes', 'yellow', '2', 'in middle', 'closet', 'ground', 'shovel', '4', '3', 'grandparents', 'red', 'floor', 'no', '1', 'saturday', 'go']",10312,can,yes,yes/no,"['no', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no']"
1031,How many people are in the image?,"['13', '3', '18', '14', '15', '17', '12', '8', '19', '20', '0', '7', '1', '4', '9', '2', '6', '11']",10313,how many,1,number,"['1', '1', '1', '20', '1', '1', '1', '1', '1', '1']"
1032,What color is the doll's hair?,"['yes', 'no', 'red', 'just now', 'yellow', 'cushion', 'grandpa', '1', 'blue', 'c', '2', 'black', 'blonde', 'paper', 'brown', '3', 'white', '4']",10320,what color is the,yellow,other,"['yellow', 'yellow', 'blonde', 'yellow', 'blonde', 'yellow', 'blonde', 'yellow', 'yellow', 'yes']"
1032,Is it hot in this room?,"['funny', '2', '1', 'yellow', 'red', 'white', '3', 'not here', 'maybe', 'blue', 'yes', 'no', 'mo', 'hot', '4', 'bike', 'kids', 'run']",10321,is it,yes,yes/no,"['yes', 'yes', 'yes', 'no', 'little', 'yes', 'yes', 'yes', 'yes', 'n']"
1032,Where is the TV?,"['2', 'red', 'watch tv', 'no', 'on wall', '4', 'desk', 'not there', 'table', 'leaves', 'yellow', 'yes', 'joy', '3', 'mantle', 'blue', '1', 'white']",10322,where is the,mantle,other,"['1', 'top chimney', 'mantle', 'mantle', 'mantel', 'mantle', 'fireplace', 'mantle', 'mantle', 'mantle']"
1032,How many people are in the image?,"['3', '13', '18', '14', '15', '8', '16', '20', '0', '10', '7', '1', '9', '4', '17', '5', '6', '11']",10323,how many,1,number,"['1', '20', '2', '1', '1', '16', '1', '1', '1', '1']"
1033,What color is the cloud?,"['yes', 'light brown', 'no', 'yellow', 'red', 'eagle and butterfly', 'on grass and placemat', '4', 'blue', 'orange', 'brown', 'white', 'partially', '2', '1', '3', 'tortoise and hare', 'abcd']",10330,what color is the,white,other,"['white', 'white', 'white', 'white', 'white', 'white & gray', 'white', 'white', 'white', 'white']"
1033,Is it daytime?,"['evening', 'playing with birds', 'it belongs', ""can't jump rope"", 'no', 'yes', 'maybe', 'white', 'nicely', 'red', '3', 'blue', '1', '4', 'yellow', 'underneath', 'daytime', '2']",10331,is it,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1033,How many black stripes on the raccoon's tail?,"['yes', 'brown one', '7', '8', '3', 'yellow', '1', 'on blanket', 'white', 'blue', 'side', 'similar', 'red', '4', 'man fell', '10', 'no', '2']",10332,how many,3,number,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
1033,How many people are in the image?,"['3', '13', '18', '14', '15', '17', '12', '16', '19', '0', '1', '10', '4', '9', '2', '5', '6', '11']",10333,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1034,Are the boys playing baseball?,"['no', 'yes', '2', '4', '3', '1', 'red', 'transportation', 'she is mad', 'chasing cat', 'yellow', 'patterned', 'catch frisbee', 'white', 'curly', 'maybe', 'blue', 'they are']",10340,are the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1034,What is the blue animal?,"['because', '4', 'whale', '1', 'white', 'yes', 'deer', 'bird', 'carrying', '3', '2', 'dog', 'red', 'blue', 'no', 'riding', 'yellow', 'leaning']",10341,what is the,bird,other,"['bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'birds', 'bird']"
1034,What is the green stuff the boys are standing on?,"['white', 'yes', 'he fell', 'light tan', 'grass', 'yellow', '1', '2', 'ground', 'fireplace mantle', 'rug', 'no', '4', 'log', '3', 'blue', 'red', 'by sandbox']",10342,what is the,grass,other,"['grass', 'grass', 'grass', 'grass', 'grass', 'grass', 'grass', 'grass', 'grass', 'grass']"
1034,How many people are in the image?,"['3', '13', '18', '14', '8', '15', '17', '19', '20', '0', '10', '7', '1', '9', '4', '2', '6', '11']",10343,how many,2,number,"['2', '2', '2', '2', '18', '2', '2', '2', '2', '5']"
1035,What is the girl playing with?,"['no', 'long time', 'cat', 'toy', 'white', 'doll', '3', 'yes', '2', 'baseball', 'black and white', 'yellow', '4', '1', 'lily pad', 'blue', 'red', 'chips and salsa']",10350,what is the girl,cat,other,"['cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat', 'cat']"
1035,Is there a pattern on the curtains?,"['blue', 'houseplant', '3', 'floral', 'trees', 'it ends', 'white', 'smiling at it', 'red', 'shirt curtains dog', '4', ""in woman's hands"", '2', 'flowers', 'yellow', 'no', '1', 'yes']",10351,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'floral', 'yes', 'yes', 'flowers']"
1035,How many windows are there?,"['chasing mice', 'wildlife', 'yes', '3', '1', '2', 'no', '4', '8', 'baby and toys', 'red', 'white', 'kneeling', 'turtle and fish', '5', 'blue', '12', 'yellow']",10352,how many windows are,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1035,How many people are in the image?,"['3', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '10', '4', '9', '17', '5', '6', '11']",10353,how many,1,number,"['1', '1', '15', '1', '1', '1', '1', '1', '1', '11']"
1036,Is the eagle trying to attack the dog?,"['white', 'yellow', 'squirrel', ""girl's lap"", 'red', 'no', 'behind bush', 'unsure', '4', 'sweat', '2', '1', 'blue', 'jane', '3', 'sick', 'yes', 'girl']",10360,is the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1036,How is the little girl's hair done?,"['on seesaw', 'yellow', 'teddy bears', 'in ponytail', 'it will scatter', '3', 'red', '1', 'cat and rabbit', '2', 'white', 'ponytail', 'no', 'blue', 'braids', '4', 'pigtails', 'yes']",10361,how,pigtails,other,"['pigtails', 'pigtails', 'braids', 'pigtails', 'braids', 'pigtails', 'ponytails', 'pigtails', 'pigtails', 'pigtails']"
1036,What is the woman sitting on?,"['1', 'red', 'blue', 'bench', '4', 'on her face', 'child, dog and legos', 'yes', 'no', 'grandpa and granddaughter', 'couch', 'yellow', 'white', '2', '3', 'chair', 'log', 'ribs']",10362,what is the woman,bench,other,"['bench', 'bench', 'bench', 'bench', 'bench', 'bench', 'bench', 'bench', 'bench', 'bench']"
1036,How many people are in the image?,"['13', '18', '17', '8', '14', '12', '15', '19', '20', '16', '0', '1', '9', '7', '10', '2', '5', '6']",10363,how many,2,number,"['2', '2', '2', '19', '2', '2', '12', '2', '2', '3']"
1037,Is a duck in the pond?,"['poinsettia', 'yellow', '4', 'glasses', '3', 'yes', 'red', '2', '20 years', 'spots', 'rat', 'horizon', 'fish', 'white', 'yes there is', '1', 'blue', 'no']",10370,is,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1037,Is the boy trying to catch the bird so we can eat it?,"['blue', '9', 'red', 'yes he is', '2', 'pie, apple, bread', 'at school', '4', 'yellow', 'white', 'no', '3', 'yes', 'ivy', 'es', '1', 'relaxing', 'yew']",10371,is the boy,no,yes/no,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1037,Where is the water?,"['touch turtle', 'white', 'lake', 'pond', '4', 'in pond', 'home', 'under tree', ""it's toy"", 'blue', 'yes', '3', 'yellow', 'no', 'basket and jump rope', '1', '2', 'red']",10372,where is the,in pond,other,"['in pond', 'pond', 'in pond', 'to left of bench', 'left', 'left', 'under sun', 'beside bench', 'in pond', 'left side']"
1037,How many people are in the image?,"['13', '3', '18', '17', '15', '8', '16', '20', '19', '0', '1', '9', '10', '7', '4', '2', '5', '11']",10373,how many,1,number,"['1', '20', '1', '10', '1', '1', '1', '1', '1', '2']"
1038,Is the man tossing the cat off of the sofa?,"['ball', '1', 'yellow', '90', 'collectors', 'mushroom', 'for cat to play with', 'blue', '4', 'red', 'very warm', 'steak', 'unsure', 'white', '2', 'no', '3', 'yes']",10380,is the man,no,yes/no,"['no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
